user_id,age,gender,country,occupation,experience_years,education_level,preferred_language,preferred_learning_style,learning_goals,performance_trend,average_feedback_score
U1754,53,Non-binary,South Korea,Pre-Sales Consultant,9,Master's Degree,Spanish,Reading,Understand cybersecurity,65->69->66,3.71
U1755,38,Prefer not to say,France,Account Manager,15,Associate Degree,Chinese,Hands-on,Enhance data visualization,76->75->79,3.51
U1756,50,Female,Brazil,Business Development Representative,10,Associate Degree,Spanish,Interactive,Master programming,57->61->57,3.03
U1757,54,Prefer not to say,United States,Inside Sales Specialist,14,Bachelor's Degree,Chinese,Hands-on,Enhance data visualization,77->78->79,4.08
U1758,23,Male,Japan,Territory Sales Manager,6,Bachelor's Degree,Korean,Hands-on,Prepare for certification,58->58->62,4.7
U1759,59,Female,United States,Pre-Sales Consultant,15,High School,German,Reading,Understand cybersecurity,78->78->82,4.92
U1760,27,Male,Australia,Pre-Sales Consultant,13,Associate Degree,French,Hands-on,Enhance data visualization,52->57->56,4.13
U1761,37,Prefer not to say,Brazil,Customer Success Manager,3,Bachelor's Degree,English,Reading,Enhance data visualization,79->74->71,4.03
U1762,43,Male,United States,Business Development Representative,9,Bachelor's Degree,German,Reading,Upskill in data science,90->94->98,3.17
U1763,54,Non-binary,Brazil,Pre-Sales Consultant,4,Bachelor's Degree,Chinese,Interactive,Enhance data visualization,66->65->68,4.1
U1764,37,Non-binary,Australia,Pre-Sales Consultant,15,Master's Degree,French,Hands-on,Advance marketing knowledge,65->65->64,3.76
U1765,31,Male,Australia,Sales Manager,10,Associate Degree,English,Hands-on,Learn project management,80->82->79,4.21
U1766,53,Female,Brazil,Sales Manager,10,PhD,German,Hands-on,Upskill in data science,85->89->88,3.78
U1767,30,Prefer not to say,India,Sales Representative,13,Master's Degree,German,Video,Learn project management,79->80->85,3.48
U1768,39,Non-binary,France,Territory Sales Manager,9,Associate Degree,French,Reading,Upskill in data science,53->55->59,3.19
U1769,45,Male,India,Territory Sales Manager,15,Master's Degree,Chinese,Reading,Learn project management,67->69->65,3.63
U1770,46,Non-binary,Japan,Account Manager,3,Master's Degree,Korean,Hands-on,Explore machine learning,71->66->71,3.19
U1771,50,Female,Australia,Sales Representative,11,High School,English,Hands-on,Explore machine learning,54->54->55,3.35
U1772,59,Prefer not to say,France,Sales Manager,4,Associate Degree,English,Hands-on,Upskill in data science,51->54->50,4.97
U1773,32,Female,Germany,Account Manager,0,Associate Degree,Korean,Hands-on,Prepare for certification,64->61->62,3.89
U1774,56,Female,Germany,Customer Success Manager,3,PhD,English,Video,Understand cybersecurity,86->91->91,4.06
U1775,59,Male,United States,Account Executive,5,PhD,Spanish,Hands-on,Prepare for certification,52->50->46,4.75
U1776,26,Female,France,Sales Manager,3,Bachelor's Degree,Chinese,Reading,Explore machine learning,72->68->64,4.99
U1777,29,Male,United Kingdom,Pre-Sales Consultant,1,Bachelor's Degree,German,Hands-on,Understand cybersecurity,77->82->86,4.17
U1778,36,Female,United Kingdom,Sales Representative,6,PhD,French,Interactive,Enhance data visualization,72->77->76,4.62
U1779,30,Non-binary,India,Territory Sales Manager,15,Associate Degree,Spanish,Reading,Upskill in data science,65->60->57,3.65
U1780,48,Prefer not to say,Canada,Sales Engineer,2,Master's Degree,German,Interactive,Improve leadership skills,75->72->72,3.61
U1781,22,Non-binary,Australia,Sales Engineer,13,Master's Degree,German,Interactive,Prepare for certification,90->89->94,3.81
U1782,52,Female,Brazil,Business Development Representative,14,Master's Degree,German,Interactive,Learn Agile methodologies,83->87->86,4.35
U1783,58,Male,Canada,Territory Sales Manager,13,Master's Degree,Korean,Hands-on,Enhance data visualization,66->68->71,4.36
U1784,44,Male,South Korea,Territory Sales Manager,14,Master's Degree,French,Interactive,Explore machine learning,74->78->79,3.63
U1785,40,Female,Germany,Customer Success Manager,10,Master's Degree,Korean,Video,Learn Agile methodologies,53->50->45,3.27
U1786,38,Male,Germany,Sales Engineer,0,Master's Degree,English,Video,Learn project management,88->87->85,4.26
U1787,35,Prefer not to say,South Korea,Business Development Representative,13,Bachelor's Degree,Chinese,Video,Prepare for certification,89->90->88,3.26
U1788,42,Non-binary,South Korea,Business Development Representative,6,Bachelor's Degree,Korean,Video,Improve leadership skills,51->47->47,4.16
U1789,52,Non-binary,Australia,Customer Success Manager,7,High School,Korean,Hands-on,Upskill in data science,52->48->53,4.39
U1790,49,Non-binary,Japan,Account Executive,14,Bachelor's Degree,Chinese,Video,Enhance data visualization,64->59->56,4.4
U1791,26,Prefer not to say,United Kingdom,Sales Manager,7,PhD,Chinese,Video,Improve leadership skills,50->46->51,4.51
U1792,38,Female,India,Inside Sales Specialist,5,Associate Degree,French,Reading,Upskill in data science,50->51->47,4.75
U1793,33,Prefer not to say,Australia,Territory Sales Manager,13,Master's Degree,English,Interactive,Master programming,55->54->52,4
U1794,41,Male,Germany,Account Executive,2,High School,German,Video,Upskill in data science,69->69->64,4.46
U1795,25,Non-binary,United Kingdom,Sales Representative,3,PhD,Spanish,Hands-on,Upskill in data science,59->61->62,4.24
U1796,58,Female,Germany,Customer Success Manager,15,Master's Degree,German,Hands-on,Understand cybersecurity,53->53->52,3.37
U1797,52,Non-binary,India,Pre-Sales Consultant,15,Bachelor's Degree,English,Reading,Learn project management,61->60->61,3.05
U1798,36,Male,India,Sales Manager,13,High School,French,Hands-on,Master programming,66->62->65,3.57
U1799,30,Prefer not to say,Brazil,Inside Sales Specialist,3,Bachelor's Degree,German,Video,Understand cybersecurity,53->53->56,3.89
U1800,21,Male,Japan,Pre-Sales Consultant,10,Bachelor's Degree,Chinese,Video,Learn Agile methodologies,60->61->63,4.23
U1801,55,Prefer not to say,Australia,Account Manager,8,Bachelor's Degree,French,Reading,Improve leadership skills,69->68->65,4.7
U1802,59,Non-binary,Canada,Customer Success Manager,15,High School,German,Video,Master programming,52->48->48,3.39
U1803,27,Female,Brazil,Sales Engineer,13,Associate Degree,Chinese,Reading,Explore machine learning,78->73->72,3.25
U1804,29,Non-binary,United States,Inside Sales Specialist,3,Bachelor's Degree,Korean,Video,Enhance data visualization,74->79->82,4.93
U1805,25,Prefer not to say,South Korea,Sales Manager,2,Bachelor's Degree,Korean,Hands-on,Master programming,86->88->85,3.22
U1806,34,Prefer not to say,India,Sales Representative,3,High School,Spanish,Reading,Improve leadership skills,79->75->75,3.96
U1807,22,Male,Brazil,Inside Sales Specialist,2,Master's Degree,Spanish,Video,Learn Agile methodologies,50->45->47,4.17
U1808,50,Non-binary,Canada,Account Executive,11,Bachelor's Degree,Chinese,Hands-on,Improve leadership skills,83->88->89,4.08
U1809,50,Prefer not to say,South Korea,Sales Engineer,15,Associate Degree,French,Video,Explore machine learning,60->57->60,3.17
U1810,34,Non-binary,Japan,Business Development Representative,8,Associate Degree,English,Interactive,Improve leadership skills,73->70->72,3.11
U1811,31,Non-binary,Japan,Territory Sales Manager,7,Associate Degree,Chinese,Hands-on,Prepare for certification,53->56->61,3.21
U1812,56,Male,Canada,Account Manager,1,Bachelor's Degree,German,Reading,Prepare for certification,79->84->85,4.17
U1813,57,Male,United States,Territory Sales Manager,5,Bachelor's Degree,Chinese,Interactive,Upskill in data science,84->82->83,4.09
U1814,26,Male,France,Inside Sales Specialist,4,Bachelor's Degree,Chinese,Video,Improve leadership skills,75->80->77,3.47
U1815,23,Prefer not to say,United Kingdom,Pre-Sales Consultant,7,Bachelor's Degree,Spanish,Reading,Explore machine learning,56->56->52,4.28
U1816,45,Prefer not to say,India,Pre-Sales Consultant,13,Master's Degree,Korean,Hands-on,Master programming,84->85->83,4.64
U1817,44,Male,Canada,Account Manager,7,Master's Degree,German,Hands-on,Advance marketing knowledge,59->54->58,3.08
U1818,29,Female,Australia,Sales Manager,11,High School,German,Video,Understand cybersecurity,89->88->83,4
U1819,59,Prefer not to say,France,Territory Sales Manager,6,PhD,Chinese,Video,Learn Agile methodologies,62->67->66,4.38
U1820,27,Male,South Korea,Sales Representative,13,Master's Degree,Spanish,Reading,Learn Agile methodologies,68->66->70,3.5
U1821,34,Male,South Korea,Account Executive,1,Associate Degree,French,Reading,Understand cybersecurity,50->53->57,3.62
U1822,60,Prefer not to say,South Korea,Inside Sales Specialist,7,Master's Degree,Spanish,Video,Prepare for certification,68->70->74,4.23
U1823,23,Non-binary,France,Customer Success Manager,1,Bachelor's Degree,Chinese,Video,Learn project management,81->86->89,4.8
U1824,56,Male,Canada,Sales Manager,13,Bachelor's Degree,Spanish,Video,Advance marketing knowledge,50->55->50,4.62
U1825,40,Male,United States,Sales Manager,10,Master's Degree,Spanish,Reading,Enhance data visualization,63->66->69,4.17
U1826,20,Non-binary,Canada,Business Development Representative,0,Master's Degree,Korean,Interactive,Learn Agile methodologies,70->65->67,4.46
U1827,30,Non-binary,Australia,Sales Manager,0,Bachelor's Degree,French,Interactive,Learn Agile methodologies,73->69->69,3.73
U1828,43,Male,United States,Sales Manager,5,Bachelor's Degree,Chinese,Video,Improve leadership skills,78->81->84,4.28
U1829,50,Non-binary,South Korea,Customer Success Manager,3,Associate Degree,German,Video,Learn Agile methodologies,90->89->85,3.93
U1830,52,Male,Australia,Account Manager,9,High School,Korean,Video,Upskill in data science,81->80->85,3.38
U1831,22,Non-binary,Australia,Pre-Sales Consultant,13,PhD,German,Interactive,Advance marketing knowledge,59->61->62,4.4
U1832,59,Female,India,Sales Engineer,8,Master's Degree,Korean,Hands-on,Explore machine learning,62->57->61,4.11
U1833,29,Non-binary,Canada,Sales Engineer,1,Master's Degree,English,Reading,Understand cybersecurity,62->63->58,3.72
U1834,48,Male,Canada,Territory Sales Manager,3,Associate Degree,Chinese,Interactive,Explore machine learning,69->73->69,4.82
U1835,28,Non-binary,France,Sales Representative,7,Master's Degree,Chinese,Reading,Advance marketing knowledge,77->76->74,3.04
U1836,47,Non-binary,United Kingdom,Business Development Representative,9,Bachelor's Degree,French,Reading,Master programming,76->79->75,3.63
U1837,43,Male,France,Sales Engineer,3,Bachelor's Degree,Chinese,Interactive,Improve leadership skills,84->86->90,3.11
U1838,55,Prefer not to say,India,Sales Engineer,7,High School,Korean,Interactive,Upskill in data science,67->64->62,4.53
U1839,35,Female,France,Territory Sales Manager,7,High School,French,Hands-on,Upskill in data science,59->59->54,4.4
U1840,59,Female,Brazil,Account Executive,0,High School,Spanish,Interactive,Learn Agile methodologies,77->78->79,3.66
U1841,52,Non-binary,Brazil,Account Executive,15,Associate Degree,Chinese,Video,Learn project management,79->79->81,4.35
U1842,52,Prefer not to say,India,Account Executive,0,Bachelor's Degree,Korean,Hands-on,Advance marketing knowledge,83->78->81,3.79
U1843,53,Female,United Kingdom,Pre-Sales Consultant,1,PhD,Chinese,Video,Improve leadership skills,88->92->95,4.51
U1844,30,Non-binary,Brazil,Account Executive,14,Bachelor's Degree,English,Hands-on,Learn project management,56->51->55,3.91
U1845,52,Prefer not to say,United Kingdom,Account Executive,5,PhD,French,Video,Understand cybersecurity,84->88->89,3.82
U1846,20,Male,India,Territory Sales Manager,2,Associate Degree,Chinese,Video,Prepare for certification,60->60->57,4.87
U1847,54,Non-binary,India,Sales Manager,0,Master's Degree,German,Video,Enhance data visualization,88->85->82,3.5
U1848,60,Non-binary,United States,Sales Manager,14,PhD,Chinese,Video,Advance marketing knowledge,57->52->55,3.24
U1849,23,Female,Germany,Inside Sales Specialist,0,PhD,German,Reading,Prepare for certification,66->69->71,4.17
U1850,55,Male,Germany,Sales Manager,7,Associate Degree,Spanish,Hands-on,Master programming,84->85->87,4.94
U1851,60,Female,India,Pre-Sales Consultant,3,Associate Degree,English,Video,Understand cybersecurity,77->78->77,3.76
U1852,23,Non-binary,Japan,Inside Sales Specialist,15,Bachelor's Degree,Korean,Video,Learn Agile methodologies,81->84->79,3.12
U1853,33,Prefer not to say,France,Account Manager,10,Associate Degree,Chinese,Video,Learn project management,76->79->82,3.68
U1854,51,Male,Germany,Sales Manager,10,Bachelor's Degree,Chinese,Video,Advance marketing knowledge,90->92->90,4.01
U1855,24,Non-binary,Canada,Sales Engineer,15,Bachelor's Degree,Chinese,Interactive,Prepare for certification,80->84->88,3.32
U1856,37,Non-binary,United Kingdom,Inside Sales Specialist,3,Master's Degree,German,Interactive,Enhance data visualization,64->59->59,4.32
U1857,59,Prefer not to say,India,Sales Representative,1,PhD,Spanish,Video,Enhance data visualization,83->82->83,5
U1858,36,Male,United States,Sales Manager,14,Bachelor's Degree,Chinese,Hands-on,Learn project management,57->61->65,3.9
U1859,51,Non-binary,India,Customer Success Manager,4,Bachelor's Degree,Spanish,Reading,Learn project management,66->66->69,3.71
U1860,47,Prefer not to say,Brazil,Territory Sales Manager,5,PhD,German,Video,Enhance data visualization,60->57->58,3.8
U1861,50,Non-binary,South Korea,Inside Sales Specialist,0,High School,Spanish,Reading,Improve leadership skills,64->67->64,3.23
U1862,48,Female,France,Sales Manager,6,Associate Degree,German,Interactive,Advance marketing knowledge,84->89->93,4.77
U1863,53,Prefer not to say,Canada,Territory Sales Manager,8,Master's Degree,French,Hands-on,Learn project management,86->87->88,3.83
U1864,25,Male,United Kingdom,Inside Sales Specialist,11,Master's Degree,Spanish,Video,Learn Agile methodologies,69->67->69,3.77
U1865,25,Non-binary,Japan,Territory Sales Manager,4,Master's Degree,Korean,Reading,Upskill in data science,75->70->65,4.32
U1866,24,Female,India,Account Manager,9,Master's Degree,French,Video,Explore machine learning,77->73->72,3.88
U1867,58,Male,Japan,Pre-Sales Consultant,2,High School,English,Video,Understand cybersecurity,75->75->80,4.3
U1868,57,Non-binary,Germany,Business Development Representative,7,High School,English,Video,Enhance data visualization,83->82->83,3.12
U1869,28,Prefer not to say,Germany,Territory Sales Manager,5,High School,French,Reading,Learn project management,58->58->63,4.63
U1870,55,Prefer not to say,United Kingdom,Pre-Sales Consultant,6,Associate Degree,English,Hands-on,Understand cybersecurity,73->74->78,4.88
U1871,26,Male,Brazil,Sales Engineer,12,High School,English,Hands-on,Improve leadership skills,63->68->67,4.3
U1872,20,Female,Australia,Sales Engineer,13,Bachelor's Degree,Korean,Interactive,Enhance data visualization,76->75->73,4.91
U1873,39,Non-binary,India,Sales Engineer,13,Bachelor's Degree,English,Reading,Advance marketing knowledge,68->70->72,3.3
U1874,36,Male,United States,Account Executive,5,PhD,Spanish,Reading,Advance marketing knowledge,85->88->90,3.95
U1875,41,Non-binary,Japan,Business Development Representative,15,Bachelor's Degree,German,Interactive,Upskill in data science,66->62->67,4.2
U1876,42,Non-binary,Canada,Sales Manager,5,Associate Degree,English,Video,Understand cybersecurity,67->65->60,4.16
U1877,35,Female,Japan,Inside Sales Specialist,8,Bachelor's Degree,French,Reading,Advance marketing knowledge,64->61->65,3.8
U1878,39,Non-binary,Brazil,Territory Sales Manager,15,Bachelor's Degree,French,Video,Prepare for certification,80->82->79,3.68
U1879,36,Prefer not to say,Germany,Sales Representative,15,Associate Degree,French,Interactive,Prepare for certification,56->60->55,3.25
