course_id,course_title,difficulty,video_length_minutes,language,keywords,learning_objectives,topic,prerequisites,estimated_effort_hours_per_week,instructor_name,rating,release_date,number_of_modules,certification_available,format,interactivity_level,target_audience,accessibility_features
C0001,Introduction to Marketing,Advanced,100,Korean,sales strategy; pipeline; closing,Master lead generation techniques and pipeline management.,Customer Success,Familiarity with CRM tools,8,Instructor B,3.75,2019-05-03,5,TRUE,Blended,High,5-10 years,Transcripts
C1044,Essentials of Statistics,Advanced,92,German,sales analytics; forecasting; KPIs,Enhance presentation skills for persuasive product demonstrations.,Retail Sales,Familiarity with CRM tools,5,Instructor S,3.21,2022-01-09,16,FALSE,Blended,High,1-3 years,Transcripts
C1045,Advanced Leadership,Beginner,114,German,customer retention; relationship management; loyalty,Understand sales analytics to make data-driven decisions.,Sales Strategy,Basic understanding of sales principles,5,Instructor F,4.64,2020-02-29,3,FALSE,Self-paced,High,3-5 years,Subtitles
C1046,Introduction to Customer Service,Intermediate,113,Spanish,sales strategy; pipeline; closing,Enhance presentation skills for persuasive product demonstrations.,Sales Techniques,Basic understanding of sales principles,7,Instructor P,4.55,2020-06-24,7,TRUE,Self-paced,Low,1-3 years,Audio Descriptions
C1047,Mastering Statistics,Intermediate,127,English,sales strategy; pipeline; closing,Develop effective negotiation tactics and customer engagement strategies.,Sales Strategy,Familiarity with CRM tools,7,Instructor D,3.41,2020-07-12,6,TRUE,Instructor-led,Medium,5-10 years,Audio Descriptions
C1048,Essentials of Blockchain,Intermediate,78,Spanish,sales analytics; forecasting; KPIs,Improve sales closing skills and objection handling.,Customer Relationship Management,Basic understanding of sales principles,5,Instructor C,3.57,2021-12-05,14,FALSE,Instructor-led,High,3-5 years,None
C1049,Advanced DevOps,Beginner,48,Korean,sales analytics; forecasting; KPIs,Develop effective negotiation tactics and customer engagement strategies.,Sales Strategy,Familiarity with CRM tools,5,Instructor N,4.16,2020-10-07,7,TRUE,Self-paced,Medium,10+ years,Audio Descriptions
C1050,Fundamentals of SQL,Intermediate,83,French,customer retention; relationship management; loyalty,Understand sales analytics to make data-driven decisions.,Retail Sales,Familiarity with CRM tools,8,Instructor Q,4.6,2023-06-12,20,TRUE,Blended,High,1-3 years,Transcripts
C1051,Fundamentals of Statistics,Intermediate,179,English,B2B sales; account management; consultative selling,Develop effective negotiation tactics and customer engagement strategies.,Customer Success,Experience in customer-facing roles,9,Instructor I,4.83,2021-02-10,4,FALSE,Instructor-led,Low,1-3 years,Transcripts
C1052,Fundamentals of Machine Learning,Beginner,71,Korean,customer retention; relationship management; loyalty,Develop effective negotiation tactics and customer engagement strategies.,Sales Analytics,Familiarity with CRM tools,9,Instructor Y,3.32,2022-10-11,8,TRUE,Self-paced,High,0-1 years,Transcripts
C1053,Advanced Python,Beginner,64,Spanish,sales strategy; pipeline; closing,Understand sales analytics to make data-driven decisions.,B2B Sales,Familiarity with CRM tools,2,Instructor H,4.59,2021-03-19,11,FALSE,Instructor-led,Low,10+ years,None
C1054,Fundamentals of Digital Marketing,Beginner,142,Chinese,customer retention; relationship management; loyalty,Learn to build and manage customer relationships to drive retention.,B2B Sales,Experience in customer-facing roles,2,Instructor F,4.71,2022-02-12,14,TRUE,Self-paced,Low,10+ years,Audio Descriptions
C1055,Advanced Customer Service,Beginner,37,Korean,lead generation; CRM; prospecting,Improve sales closing skills and objection handling.,Retail Sales,None,3,Instructor Z,3.55,2019-03-09,5,FALSE,Self-paced,Low,5-10 years,Audio Descriptions
C1056,Fundamentals of Data Science,Beginner,142,French,sales; negotiation; customer engagement,Learn to build and manage customer relationships to drive retention.,Sales Techniques,None,9,Instructor K,3.28,2021-12-02,16,TRUE,Blended,Low,5-10 years,Subtitles
C1057,Fundamentals of DevOps,Advanced,168,Korean,lead generation; CRM; prospecting,Develop effective negotiation tactics and customer engagement strategies.,Lead Generation,None,10,Instructor C,3.37,2021-01-06,7,FALSE,Self-paced,High,0-1 years,None
C1058,Essentials of DevOps,Intermediate,95,German,customer retention; relationship management; loyalty,Understand sales analytics to make data-driven decisions.,Sales Strategy,None,5,Instructor O,4.31,2019-11-09,8,TRUE,Self-paced,Low,1-3 years,Subtitles
C1059,Mastering Blockchain,Advanced,40,Korean,sales strategy; pipeline; closing,Improve sales closing skills and objection handling.,Negotiation,Experience in customer-facing roles,2,Instructor P,3.88,2022-04-08,4,TRUE,Self-paced,Medium,3-5 years,Audio Descriptions
C1060,Advanced Cloud Computing,Advanced,111,French,B2B sales; account management; consultative selling,Master lead generation techniques and pipeline management.,Presentation Skills,Familiarity with CRM tools,9,Instructor M,3.17,2021-11-08,10,TRUE,Instructor-led,Low,1-3 years,Subtitles
C1061,Fundamentals of Cloud Computing,Beginner,66,English,lead generation; CRM; prospecting,Learn to build and manage customer relationships to drive retention.,Lead Generation,None,8,Instructor G,4.61,2021-03-10,3,TRUE,Instructor-led,Medium,0-1 years,None
C1062,Fundamentals of Python,Advanced,162,Chinese,B2B sales; account management; consultative selling,Master lead generation techniques and pipeline management.,Customer Success,None,4,Instructor A,4.93,2023-03-13,15,FALSE,Blended,Medium,5-10 years,None
C1063,Fundamentals of Customer Service,Advanced,76,Chinese,sales; negotiation; customer engagement,Learn to build and manage customer relationships to drive retention.,Sales Techniques,Experience in customer-facing roles,6,Instructor F,4.97,2024-01-27,18,FALSE,Self-paced,Low,3-5 years,Transcripts
C1064,Mastering Python,Beginner,132,Spanish,lead generation; CRM; prospecting,Understand sales analytics to make data-driven decisions.,Presentation Skills,None,7,Instructor S,4.27,2020-10-07,7,FALSE,Self-paced,Medium,3-5 years,Transcripts
C1065,Advanced Data Science,Advanced,111,Spanish,B2B sales; account management; consultative selling,Learn to build and manage customer relationships to drive retention.,Sales Strategy,None,4,Instructor U,4.76,2023-08-01,8,FALSE,Self-paced,Low,3-5 years,None
C1066,Fundamentals of Project Management,Advanced,96,German,B2B sales; account management; consultative selling,Master lead generation techniques and pipeline management.,Sales Techniques,None,3,Instructor H,3.32,2019-06-15,4,FALSE,Blended,Low,5-10 years,Subtitles
C1067,Advanced Project Management,Beginner,54,Korean,lead generation; CRM; prospecting,Understand sales analytics to make data-driven decisions.,Retail Sales,Familiarity with CRM tools,7,Instructor R,4.12,2020-09-21,16,FALSE,Instructor-led,Medium,0-1 years,Subtitles
C1068,Essentials of Marketing,Beginner,165,Spanish,customer retention; relationship management; loyalty,Learn to build and manage customer relationships to drive retention.,Sales Strategy,Familiarity with CRM tools,2,Instructor B,4.44,2023-05-10,8,FALSE,Blended,High,5-10 years,Transcripts
C1069,Essentials of Artificial Intelligence,Intermediate,129,French,sales analytics; forecasting; KPIs,Enhance presentation skills for persuasive product demonstrations.,Customer Relationship Management,None,8,Instructor X,3.16,2020-06-13,9,FALSE,Self-paced,Low,5-10 years,Transcripts
C1070,Advanced Financial Analysis,Beginner,49,Korean,lead generation; CRM; prospecting,Develop effective negotiation tactics and customer engagement strategies.,Sales Analytics,None,4,Instructor T,3.37,2021-11-02,20,TRUE,Instructor-led,High,0-1 years,Subtitles
C1071,Mastering Project Management,Advanced,144,Korean,customer retention; relationship management; loyalty,Learn to build and manage customer relationships to drive retention.,Retail Sales,None,10,Instructor A,4.64,2019-08-22,10,FALSE,Instructor-led,Low,5-10 years,Subtitles
C1072,Introduction to Data Science,Intermediate,80,French,customer retention; relationship management; loyalty,Improve sales closing skills and objection handling.,Sales Techniques,Familiarity with CRM tools,3,Instructor A,4.42,2022-08-10,4,FALSE,Instructor-led,Low,0-1 years,Transcripts
C1073,Introduction to Machine Learning,Intermediate,171,French,sales analytics; forecasting; KPIs,Learn to build and manage customer relationships to drive retention.,Retail Sales,Experience in customer-facing roles,9,Instructor M,3.94,2024-12-27,16,TRUE,Instructor-led,Low,1-3 years,Transcripts
C1074,Advanced Machine Learning,Advanced,128,French,lead generation; CRM; prospecting,Learn to build and manage customer relationships to drive retention.,Negotiation,Basic understanding of sales principles,7,Instructor U,3.92,2020-04-12,20,FALSE,Instructor-led,Medium,10+ years,Transcripts
C1075,Essentials of Financial Analysis,Intermediate,57,English,sales; negotiation; customer engagement,Understand sales analytics to make data-driven decisions.,Sales Analytics,Basic understanding of sales principles,5,Instructor W,3.99,2020-09-16,6,TRUE,Self-paced,Medium,5-10 years,Subtitles
C1076,Mastering Blockchain,Intermediate,35,Chinese,B2B sales; account management; consultative selling,Learn to build and manage customer relationships to drive retention.,Sales Techniques,None,7,Instructor S,3.67,2020-11-15,3,TRUE,Instructor-led,Low,1-3 years,Transcripts
C1077,Essentials of Digital Marketing,Intermediate,134,English,sales analytics; forecasting; KPIs,Improve sales closing skills and objection handling.,Customer Success,Basic understanding of sales principles,10,Instructor U,4.42,2021-10-08,20,FALSE,Blended,Medium,5-10 years,Subtitles
C1078,Mastering Leadership,Intermediate,124,French,lead generation; CRM; prospecting,Enhance presentation skills for persuasive product demonstrations.,Negotiation,None,7,Instructor O,3.2,2021-04-16,12,TRUE,Instructor-led,Low,5-10 years,Audio Descriptions
C1079,Introduction to Financial Analysis,Intermediate,106,Korean,B2B sales; account management; consultative selling,Master lead generation techniques and pipeline management.,Retail Sales,Basic understanding of sales principles,8,Instructor N,3.28,2022-06-01,5,FALSE,Blended,Medium,0-1 years,Subtitles
C1080,Introduction to Machine Learning,Advanced,147,Spanish,sales analytics; forecasting; KPIs,Understand sales analytics to make data-driven decisions.,Sales Techniques,None,6,Instructor M,3.9,2022-02-03,5,TRUE,Blended,Medium,5-10 years,None
C1081,Advanced Digital Marketing,Intermediate,147,German,sales analytics; forecasting; KPIs,Understand sales analytics to make data-driven decisions.,Lead Generation,Basic understanding of sales principles,6,Instructor Y,4.3,2024-12-26,3,FALSE,Instructor-led,Low,0-1 years,Transcripts
C1082,Mastering Blockchain,Beginner,113,Korean,sales strategy; pipeline; closing,Understand sales analytics to make data-driven decisions.,Customer Relationship Management,Experience in customer-facing roles,2,Instructor M,3.7,2023-06-28,12,TRUE,Blended,Low,10+ years,Audio Descriptions
C1083,Essentials of Cloud Computing,Beginner,86,English,sales; negotiation; customer engagement,Improve sales closing skills and objection handling.,Sales Techniques,None,10,Instructor R,3.94,2021-08-28,18,FALSE,Self-paced,High,10+ years,None
C1084,Introduction to Cybersecurity,Beginner,144,Spanish,sales; negotiation; customer engagement,Understand sales analytics to make data-driven decisions.,Sales Analytics,Familiarity with CRM tools,7,Instructor X,4.27,2023-05-18,15,TRUE,Blended,Medium,1-3 years,Subtitles
C1085,Mastering Cloud Computing,Intermediate,54,German,B2B sales; account management; consultative selling,Improve sales closing skills and objection handling.,Sales Techniques,None,9,Instructor S,4.35,2019-08-01,19,FALSE,Self-paced,High,3-5 years,None
C1086,Mastering SQL,Advanced,38,English,lead generation; CRM; prospecting,Understand sales analytics to make data-driven decisions.,Sales Techniques,Experience in customer-facing roles,5,Instructor I,4.37,2022-04-25,12,FALSE,Blended,High,0-1 years,None
C1087,Fundamentals of Customer Service,Advanced,117,Chinese,B2B sales; account management; consultative selling,Improve sales closing skills and objection handling.,Negotiation,Familiarity with CRM tools,8,Instructor E,3.35,2020-05-31,6,FALSE,Blended,High,0-1 years,None
C1088,Fundamentals of Leadership,Intermediate,75,Korean,sales analytics; forecasting; KPIs,Develop effective negotiation tactics and customer engagement strategies.,Sales Techniques,None,6,Instructor O,3.45,2019-05-01,11,FALSE,Instructor-led,Medium,3-5 years,Audio Descriptions
C1089,Fundamentals of Artificial Intelligence,Advanced,87,German,lead generation; CRM; prospecting,Develop effective negotiation tactics and customer engagement strategies.,Retail Sales,Familiarity with CRM tools,5,Instructor K,3.56,2019-01-26,18,TRUE,Instructor-led,Medium,5-10 years,Transcripts
C1090,Advanced Marketing,Advanced,44,English,sales analytics; forecasting; KPIs,Enhance presentation skills for persuasive product demonstrations.,Sales Analytics,None,3,Instructor W,4.39,2024-04-18,10,TRUE,Instructor-led,Medium,5-10 years,None
C1091,Essentials of Data Visualization,Advanced,169,French,lead generation; CRM; prospecting,Learn to build and manage customer relationships to drive retention.,Sales Techniques,None,4,Instructor S,3.61,2022-06-04,8,FALSE,Blended,Medium,1-3 years,None
C1092,Essentials of Marketing,Intermediate,155,Spanish,customer retention; relationship management; loyalty,Enhance presentation skills for persuasive product demonstrations.,Negotiation,None,2,Instructor Q,3.07,2019-07-13,14,FALSE,Self-paced,Medium,10+ years,None
C1093,Fundamentals of Agile Development,Intermediate,88,Spanish,customer retention; relationship management; loyalty,Understand sales analytics to make data-driven decisions.,Negotiation,None,10,Instructor X,4.31,2022-04-26,6,FALSE,Instructor-led,High,10+ years,None
